_key,strokes,grade,freq,jlpt_old,jlpt_new,meanings/0,meanings/1,readings_on/0,readings_on/1,readings_kun/0,readings_kun/1,wk_level,wk_meanings/0,wk_readings_on/0,wk_readings_on/1,wk_readings_kun/0,wk_radicals/0,readings_kun/2,wk_readings_kun/1,readings_kun/3,readings_kun/4,readings_kun/5,meanings/2,meanings/3,meanings/4,meanings/5,readings_on/2,wk_meanings/1,wk_radicals/1,readings_kun/6,readings_kun/7,readings_kun/8,readings_kun/9,readings_kun/10,readings_kun/11,readings_kun/12,readings_kun/13,readings_kun/14,wk_meanings/2,wk_readings_kun/2,wk_readings_kun/3,wk_readings_kun/4,wk_meanings/3,readings_on/3,readings_on/4,meanings/6,meanings/7,meanings/8,meanings/9,meanings/10,meanings/11,meanings/12,wk_readings_on/2,wk_radicals/2,wk_radicals/3,wk_meanings/4,readings_kun/15,readings_kun/16,readings_kun/17,meanings/13,wk_radicals/4,wk_readings_kun/5,readings_on/5,readings_on/6
打,5,3,239,2,3,Strike,Hit,だ,だあす,う.つ,う.ち-,4,Hit,だ,,!う,Fingers,ぶ.つ,!ぶ,,,,Knock,Pound,Dozen,,,,Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
氷,5,3,1450,2,2,Icicle,Ice,ひょう,,こおり,ひ,4,Ice,!ひょう,,こおり,Water,こお.る,,,,,Hail,Freeze,Congeal,,,,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申,5,3,492,2,3,Have The Honor To,Sign Of The Monkey,しん,,もう.す,もう.し-,4,Say Humbly,!しん,,もう,Cross,さる,,,,,3-5pm,Ninth Sign Of Chinese Zodiac,,,,^Say,Mouth,,,,,,,,,,^Humbly Say,,,,,,,,,,,,,,,,,,,,,,,,,
皮,5,3,1092,2,2,Pelt,Skin,ひ,,かわ,,5,Skin,ひ,,!かわ,Slide,,,,,,Hide,Leather,Skin Radical (no. 107),,,,Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
皿,5,3,1812,2,2,Dish,A Helping,べい,,さら,,4,Plate,,,さら,Plate,,,,,,Plate,,,,,^Dish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
礼,5,3,1185,2,3,Salute,Bow,れい,らい,,,4,Thanks,れい,,,Spirit,,,,,,Ceremony,Thanks,Remuneration,,,,Umbrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
休,6,1,642,4,5,Rest,Day Off,きゅう,,やす.む,やす.まる,4,Rest,きゅう,,!やす,Leader,やす.める,,,,,Retire,Sleep,,,,,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
先,6,1,173,4,5,Before,Ahead,せん,,さき,ま.ず,4,Previous,せん,,!さき,Slide,,!まず,,,,Previous,Future,Precedence,,,^Ahead,Dirt,,,,,,,,,,^Past,,,,^Former,,,,,,,,,,,Legs,,,,,,,,,,
名,6,1,177,4,5,Name,Noted,めい,みょう,な,-な,4,Name,めい,みょう,!な,Evening,,,,,,Distinguished,Reputation,,,,^Famous,Mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
字,6,1,485,3,4,Character,Letter,じ,,あざ,あざな,4,Letter,じ,,,Roof,-な,,,,,Word,Section Of Village,,,,^Character,Child,,,,,,,,,,^Symbol,,,,,,,,,,,,,,,,,,,,,,,,,
年,6,1,6,4,5,Year,Counter For Years,ねん,,とし,,4,Year,ねん,,!とし,Gun,,,,,,,,,,,,Cow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
早,6,1,402,3,4,Early,Fast,そう,さっ,はや.い,はや,4,Early,そう,,!はや,Sun,はや-,!さ,はや.まる,はや.める,さ-,,,,,,^Fast,Cross,,,,,,,,,,^Quick,,,,,,,,,,,,,,,,,,,,,,,,,
気,6,1,113,4,5,Spirit,Mind,き,け,いき,,4,Energy,き,け,!いき,Energy,,,,,,Air,Atmosphere,Mood,,,^Spirit,Treasure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
百,6,1,163,4,5,Hundred,,ひゃく,びゃく,もも,,4,Hundred,ひゃく,,!もも,Leaf,,,,,,,,,,,,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹,6,1,593,2,2,Bamboo,,ちく,,たけ,,4,Bamboo,,,たけ,Bamboo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
糸,6,1,1488,2,2,Thread,,し,,いと,,4,Thread,!し,,いと,Thread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
耳,6,1,1328,4,3,Ear,,じ,,みみ,,4,Ear,!じ,,みみ,Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虫,6,1,1351,2,2,Insect,Bug,ちゅう,き,むし,,4,Insect,!ちゅう,!き,むし,Insect,,,,,,Temper,,,,,^Bug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
村,7,1,253,3,2,Village,Town,そん,,むら,,4,Village,!そん,,むら,Tree,,,,,,,,,,,,Measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
男,7,1,240,4,5,Male,,だん,なん,おとこ,お,4,Man,だん,,!おとこ,Rice Paddy,,,,,,,,,,,,Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
町,7,1,292,3,4,Town,Village,ちょう,,まち,,4,Town,ちょう,,!まち,Rice Paddy,,,,,,Block,Street,,,,,Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花,7,1,578,4,4,Flower,,か,け,はな,,4,Flower,!か,!け,はな,Flowers,,,,,,,,,,,,Leader,,,,,,,,,,,,,,,,,,,,,,,,,Spoon,,,,,,,,,,
見,7,1,22,4,5,See,Hopes,けん,,み.る,み.える,4,See,!けん,,み,See,み.せる,,,,,Chances,Idea,Opinion,Look At,,,,,,,,,,,,,,,,,,,,Visible,,,,,,,,,,,,,,,,,,
貝,7,1,1787,2,2,Shellfish,,ばい,,かい,,4,Shellfish,,,かい,Shellfish,,,,,,,,,,,^Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赤,7,1,584,3,4,Red,,せき,しゃく,あか,あか-,4,Red,!せき,,あか,Red,あか.い,,あか.らむ,あか.らめる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
足,7,1,343,4,4,Leg,Foot,そく,,あし,た.りる,4,Foot,そく,,!あし,Foot,た.る,!た,た.す,,,Be Sufficient,Counter For Pairs Of Footwear,,,,^Leg,,,,,,,,,,,^Sufficient,,,,,,,,,,,,,,,,,,,,,,,,,
車,7,1,333,4,5,Car,,しゃ,,くるま,,4,Car,しゃ,,!くるま,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不,4,4,101,3,4,Negative,Non-,ふ,ぶ,,,4,Not,ふ,,,Not,,,,,,Bad,Ugly,Clumsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仕,5,3,439,3,4,Attend,Doing,し,じ,つか.える,,4,Doing,し,,!つか,Leader,,,,,,Official,Serve,,,,^Do,Samurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交,6,2,178,2,3,Mingle,Mixing,こう,,まじ.わる,まじ.える,5,Mix,こう,,!まじ,Lid,ま.じる,!ま,まじ.る,ま.ざる,ま.ぜる,Association,Coming & Going,,,,^Mingle,Father,-か.う,か.わす,かわ.す,こもごも,,,,,,,!か,,,,,,,,,,,,,,,,,,,,,,,,
会,6,2,4,4,4,Meeting,Meet,かい,え,あ.う,あ.わせる,5,Meet,かい,,!あ,Meet,あつ.まる,,,,,Party,Association,Interview,Join,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
光,6,2,527,3,3,Ray,Light,こう,,ひか.る,ひかり,5,Sunlight,こう,,!ひかり,Triceratops,,!ひか,,,,,,,,,^Light,Pi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
同,6,2,15,3,4,Same,Agree,どう,,おな.じ,,5,Same,どう,,!おな,Mustache,,,,,,Equal,,,,,,Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
回,6,2,50,3,3,-times,Round,かい,え,まわ.る,-まわ.る,5,Times,かい,,!まわ,Mouth,-まわ.り,,まわ.す,-まわ.す,まわ.し-,Game,Revolve,Counter For Occurrences,,,^Revolve,,-まわ.し,もとお.る,か.える,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
多,6,2,139,4,4,Many,Frequent,た,,おお.い,まさ.に,5,Many,た,,!おお,Evening,まさ.る,,,,,Much,,,,,^Much,,,,,,,,,,,^Lots Of,,,,,,,,,,,,,,,,,,,,,,,,,
当,6,2,91,2,3,Hit,Right,とう,,あ.たる,あ.たり,5,Correct,とう,,!あ,Triceratops,あ.てる,,あ.て,まさ.に,まさ.にべし,Appropriate,Himself,,,,^Right,Wolverine,,,,,,,,,,^Success,,,,,,,,,,,,,,,,,,,,,,,,,
毎,6,2,436,4,5,Every,,まい,,ごと,-ごと.に,5,Every,まい,,!ごと,Gun,,,,,,,,,,,,Window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
池,6,2,827,3,2,Pond,Cistern,ち,,いけ,,8,Pond,ち,,!いけ,Alligator,,,,,,Pool,Reservoir,,,,,Tsunami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
米,6,2,61,2,3,Rice,Usa,べい,まい,こめ,よね,5,Rice,べい,まい,!こめ,Rice,,,,,,Metre,,,,めえとる,^America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
羽,6,2,748,2,2,Feathers,"Counter For Birds, Rabbits",う,,は,わ,5,Feather,!う,,はね,Feathers,はね,は,,,,,,,,,^Feathers,,,,,,,,,,,^Wing,わ,,,^Wings,,,,,,,,,,,,,,,,,,,,,
考,6,2,196,3,4,Consider,Think Over,こう,,かんが.える,かんが.え,5,Think,こう,,!かんが,Coffin,,,,,,,,,,,^Consider,Beggar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肉,6,2,986,3,4,Meat,,にく,,しし,,5,Meat,にく,,,Meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自,6,2,19,3,4,Oneself,,じ,し,みずか.ら,おの.ずから,5,Self,じ,し,,Self,おの.ずと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
色,6,2,621,3,4,Color,,しょく,しき,いろ,,5,Color,!しき,!しょく,いろ,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
行,6,2,20,4,5,Going,Journey,こう,ぎょう,い.く,ゆ.く,5,Go,こう,ぎょう,!い,Go,-ゆ.き,!おこな,-ゆき,-い.き,-いき,Carry Out,Conduct,Act,Line,あん,,,おこな.う,おこ.なう,,,,,,,,,!ゆ,,,,,,Row,Bank,,,,,,,,,,,,,,,,,
西,6,2,259,4,5,West,Spain,せい,さい,にし,,5,West,せい,さい,!にし,West,,,,,,,,,,す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
何,7,2,340,4,5,What,,か,,なに,なん,5,What,!か,,なに,Leader,なに-,なん,なん-,,,,,,,,,Lip Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
体,7,2,88,3,4,Body,Substance,たい,てい,からだ,かたち,5,Body,たい,,!からだ,Leader,,,,,,Object,Reality,Counter For Images,,,,Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
作,7,2,103,3,4,Make,Production,さく,さ,つく.る,つく.り,5,Make,さく,さ,!つく,Leader,-づく.り,,,,,Prepare,Build,,,,,Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図,7,2,539,3,4,Map,Drawing,ず,と,え,はか.る,5,Diagram,ず,と,!え,Mouth,,!はか,,,,Plan,Extraordinary,Audacious,,,,Treasure,,,,,,,,,,,,,,,,,,,,,,,,,Ice,,,,,,,,,,
声,7,2,388,3,3,Voice,,せい,しょう,こえ,こわ-,5,Voice,!せい,,こえ,Samurai,,,,,,,,,,,,Flag,,,,,,,,,,,,,,,,,,,,,,,,,Stick,,,,,,,,,,
売,7,2,202,3,4,Sell,,ばい,,う.る,う.れる,9,Sell,ばい,,!う,Samurai,,,,,,,,,,,,Forehead,,,,,,,,,,,,,,,,,,,,,,,,,Legs,,,,,,,,,,
弟,7,2,1161,3,4,Younger Brother,Faithful Service To Elders,てい,だい,おとうと,,5,Younger Brother,だい,で,!おとうと,Horns,,,,,,,,,,で,^Little Brother,Bow,,,,,,,,,,,,,,,,,,,,,,,,^てい,Stick,Slide,,,,,,,,,
形,7,2,418,2,3,Shape,Form,けい,ぎょう,かた,-がた,5,Shape,けい,^ぎょう,!かた,Lantern,かたち,!かたち,なり,,,Style,,,,,^Form,Hair,,,,,,,,,,^Appearance,,,,,,,,,,,,,,,,,,,,,,,,,
来,7,2,102,4,5,Come,Due,らい,たい,く.る,きた.る,5,Come,らい,,!く,Ground,きた.す,,き.たす,き.たる,き,Next,Cause,Become,,,^Next,Rice,こ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
社,7,2,21,4,4,Company,Firm,しゃ,,やしろ,,5,Company,しゃ,,!やしろ,Spirit,,,,,,Office,Association,Shrine,,,,Dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
角,7,2,805,2,2,Angle,Corner,かく,,かど,つの,5,Angle,かく,,!かど,Prison,,,,,,Square,Horn,Antlers,,,^Corner,Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
言,7,2,83,4,4,Say,Word,げん,ごん,い.う,こと,5,Say,げん,^ごん,!い,Say,,!こと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
谷,7,2,508,2,2,Valley,,こく,,たに,きわ.まる,5,Valley,!こく,,たに,Fins,,,,,,,,,,,,Hat,,,,,,,,,,,,,,,,,,,,,,,,,Mouth,,,,,,,,,,
走,7,2,626,3,4,Run,,そう,,はし.る,,5,Run,そう,,!はし,Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近,7,2,194,3,4,Near,Early,きん,こん,ちか.い,,5,Near,きん,^こん,!ちか,Scooter,,,,,,Akin,Tantamount,,,,^Close,Axe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
里,7,2,1096,1,,Ri,Village,り,,さと,,5,Home Village,!り,,さと,Village,,,,,,Parent's Home,League,,,,^Home Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麦,7,2,1615,2,2,Barley,Wheat,ばく,,むぎ,,5,Wheat,!ばく,,むぎ,Life,,,,,,,,,,,,Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
学,8,1,63,4,5,Study,Learning,がく,,まな.ぶ,,5,Study,がく,,!まな,Viking,,,,,,Science,,,,,^Learn,Child,,,,,,,,,,^Learning,,,,,,,,,,,,,,,,,,,,,,,,,
林,8,1,656,3,2,Grove,Forest,りん,,はやし,,5,Forest,!りん,,はやし,Tree,,,,,,,,,,,^Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
空,8,1,304,4,4,Empty,Sky,くう,,そら,あ.く,5,Sky,くう,,!そら,Roof,あ.き,!あ,あ.ける,から,す.く,Void,Vacant,Vacuum,,,,Legs,す.かす,むな.しい,,,,,,,,,!から,!す,,,,,,,,,,,,,Construction,,,,,,,,,,
金,8,1,53,4,5,Gold,,きん,こん,かね,かな-,5,Gold,きん,,!かね,Gold,-がね,,,,,,,,,ごん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雨,8,1,950,4,5,Rain,,う,,あめ,あま-,5,Rain,!う,,あめ,Rain,-さめ,あま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青,8,1,589,3,4,Blue,Green,せい,しょう,あお,あお-,5,Blue,せい,しょう,!あお,Blue,あお.い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草,9,1,967,2,3,Grass,Weeds,そう,,くさ,くさ-,5,Grass,!そう,,くさ,Flowers,-ぐさ,,,,,Herbs,Pasture,Write,Draft,,^Weed,Sun,,,,,,,,,,,,,,,,,,,,,,,,,Cross,,,,,,,,,,
音,9,1,491,3,4,Sound,Noise,おん,いん,おと,ね,5,Sound,おん,,!おと,Stand,,!ね,,,,,,,,-のん,,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
化,4,3,89,2,3,Change,Take The Form Of,か,け,ば.ける,ば.かす,6,Change,か,,!ば,Leader,ふ.ける,,け.する,,,Influence,Enchant,Delude,-ization,,,Spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地,6,2,40,3,4,Ground,Earth,ち,じ,,,6,Earth,ち,^じ,,Dirt,,,,,,,,,,,^Ground,Alligator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
両,6,3,247,2,3,Both,Old Japanese Coin,りょう,,てる,ふたつ,6,Both,りょう,,,Ground,,,,,,"Counter For Carriages (e.g., In A Train)",Two,,,,,Head,,,,,,,,,,,,,,,,,,,,,,,,,Mountain,,,,,,,,,,
全,6,3,75,2,3,Whole,Entire,ぜん,,まった.く,すべ.て,6,All,ぜん,,!すべ,Hat,,!まった,,,,All,Complete,Fulfill,,,^Whole,King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
向,6,3,182,2,3,Yonder,Facing,こう,,む.く,む.い,6,Yonder,こう,,!む,Drop,-む.き,,む.ける,-む.け,む.かう,Beyond,Confront,Defy,Tend Toward,,^Facing,Head,む.かい,む.こう,む.こう-,むこ,むか.い,,,,,,,,,,,,Approach,,,,,,,,Mouth,,,,,,,,,,
安,6,3,144,4,4,Relax,Cheap,あん,,やす.い,やす.まる,6,Relax,あん,,!やす,Roof,やす,,やす.らか,,,Low,Quiet,Rested,Contented,,^Cheap,Woman,,,,,,,,,,,,,,,,,Peaceful,,,,,,,,,,,,,,,,,,
州,6,3,386,2,2,State,Province,しゅう,す,す,,6,State,しゅう,,,Drop,,,,,,,,,,,^Province,River,,,,,,,,,,^County,,,,,,,,,,,,,,,,,,,,,,,,,
曲,6,3,810,2,3,Bend,Music,きょく,,ま.がる,ま.げる,6,Music,きょく,,!ま,Mouth,くま,,,,,Melody,Composition,Pleasure,Injustice,,^Bend,Twenty,,,,,,,,,,,,,,,,,Fault,Curve,Crooked,Perverse,Lean,,,,,,,,,,,,,,
有,6,3,282,3,4,Possess,Have,ゆう,う,あ.る,,6,Have,ゆう,^う,!あ,Narwhal,,,,,,Exist,Happen,Occur,Approx,,,Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
次,6,3,222,2,3,Next,Order,じ,し,つ.ぐ,つぎ,6,Next,じ,,!つぎ,Ice,,,,,,Sequence,,,,,,Lack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
死,6,3,229,3,4,Death,Die,し,,し.ぬ,し.に-,6,Death,し,,!し,Yakuza,,,,,,,,,,,,Spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
羊,6,3,1852,1,1,Sheep,,よう,,ひつじ,,6,Sheep,よう,,!ひつじ,Sheep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
血,6,3,832,2,2,Blood,,けつ,,ち,,6,Blood,けつ,,!ち,Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
京,8,2,74,3,4,Capital,10**16,きょう,けい,みやこ,,6,Capital,きょう,,!みやこ,Lid,,,,,,,,,,きん,,Mouth,,,,,,,,,,,,,,,,,,,,,,,,,Small,,,,,,,,,,
国,8,2,3,4,5,Country,,こく,,くに,,6,Country,こく,,!くに,Mouth,,,,,,,,,,,,King,,,,,,,,,,,,,,,,,,,,,,,,,Drop,,,,,,,,,,
夜,8,2,487,3,4,Night,Evening,や,,よ,よる,6,Night,や,,!よ,Lid,,!よる,,,,,,,,,^Evening,Leader,,,,,,,,,,,,,,,,,,,,,,,,,Winter,Drop,,,,,,,,,
妹,8,2,1446,3,4,Younger Sister,,まい,,いもうと,,6,Younger Sister,まい,,!いもうと,Woman,,,,,,,,,,,^Little Sister,Jet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
姉,8,2,1473,3,4,Elder Sister,,し,,あね,はは,6,Older Sister,し,,!お,Woman,,!あね,,,,,,,,,^Big Sister,City,,,,,,,,,,^Elder Sister,!ねえ,,,,,,,,,,,,,,,,,,,,,,,,
店,8,2,378,4,4,Store,Shop,てん,,みせ,たな,6,Shop,てん,,!みせ,Canopy,,,,,,,,,,,^Store,Fortune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明,8,2,67,3,4,Bright,Light,めい,みょう,あ.かり,あか.るい,6,Bright,めい,,!あ,Sun,あか.るむ,!あか,あか.らむ,あき.らか,あ.ける,,,,,みん,,Moon,-あ.け,あ.く,あ.くる,あ.かす,,,,,,,!あき,,,,,,,,,,,,,,,,,,,,,,,,
東,8,2,37,4,5,East,,とう,,ひがし,,6,East,とう,,!ひがし,Tree,,,,,,,,,,,,Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歩,8,2,554,3,4,Walk,Counter For Steps,ほ,ぶ,ある.く,あゆ.む,6,Walk,ほ,,!ある,Stop,,!あゆ,,,,,,,,ふ,,Small,,,,,,,,,,,,,,,,,,,,,,,,,Slide,,,,,,,,,,
画,8,2,199,3,4,Brush-stroke,Picture,が,かく,えが.く,かく.する,6,Drawing,が,かく,,Leaf,かぎ.る,,はかりごと,はか.る,,,,,,え,^Picture,Rice Paddy,,,,,,,,,,^Painting,,,,,かい,,,,,,,,,,Box,,,,,,,,,,
直,8,2,246,2,3,Straightaway,Honesty,ちょく,じき,ただ.ちに,なお.す,6,Fix,ちょく,じき,!なお,Lion,-なお.す,,なお.る,なお.き,す.ぐ,Frankness,Fix,Repair,,じか,^Direct,Cross,,,,,,,,,,,,,,,,,,,,,,,,,Eye,,,,,,,,,,
知,8,2,205,3,4,Know,Wisdom,ち,,し.る,し.らせる,6,Know,ち,,!し,Arrow,,,,,,,,,,,,Mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
長,8,2,12,4,5,Long,Leader,ちょう,,なが.い,おさ,6,Long,ちょう,,!なが,Long,,,,,,Superior,Senior,,,,^Leader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前,9,2,27,4,5,In Front,Before,ぜん,,まえ,-まえ,6,Front,ぜん,,!まえ,Horns,,,,,,,,,,,^Before,Ground,,,,,,,,,,,,,,,,,,,,,,,,,Moon,Knife,,,,,,,,,
南,9,2,341,4,5,South,,なん,な,みなみ,,6,South,なん,,!みなみ,Cross,,,,,,,,,,,,Head,,,,,,,,,,,,,,,,,,,,,,,,,Horns,Dry,,,,,,,,,
室,9,2,550,3,4,Room,Apartment,しつ,,むろ,,6,Room,しつ,,,Roof,,,,,,Chamber,Greenhouse,Cellar,,,,Ground,,,,,,,,,,,,,,,,,,,,,,,,,Private,Dirt,,,,,,,,,
後,9,2,26,4,5,Behind,Back,ご,こう,のち,うし.ろ,6,Behind,ご,こう,!うし,Loiter,うしろ,!あと,あと,おく.れる,,Later,,,,,^After,Poop,,,,,,,,,,^Back,!のち,,,^Rear,,,,,,,,,,,Winter,,,,,,,,,,
思,9,2,132,3,4,Think,,し,,おも.う,おもえら.く,6,Think,し,,!おも,Rice Paddy,おぼ.す,,,,,,,,,,^Thought,Heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
星,9,2,844,2,2,Star,Spot,せい,しょう,ほし,-ぼし,6,Star,せい,,!ほし,Sun,,,,,,Dot,Mark,,,,,Life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
活,9,2,171,2,3,Lively,Resuscitation,かつ,,い.きる,い.かす,6,Lively,かつ,,!い,Tsunami,い.ける,,,,,Being Helped,Living,,,,,Tongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海,9,2,200,3,4,Sea,Ocean,かい,,うみ,,6,Sea,かい,,!うみ,Tsunami,,,,,,,,,,,^Ocean,Gun,,,,,,,,,,,,,,,,,,,,,,,,,Window,,,,,,,,,,
点,9,2,165,2,3,Spot,Point,てん,,つ.ける,つ.く,6,Point,てん,,!つ,Fortune,た.てる,,さ.す,とぼ.す,とも.す,Mark,Speck,Decimal Point,,,^Decimal,Boil,ぼち,,,,,,,,,^Decimal Point,,,,,,,,,,,,,,,,,,,,,,,,,
科,9,2,531,2,3,Department,Course,か,,,,6,Course,か,,,Grain,,,,,,Section,,,,,^Science,Ladle,,,,,,,,,,^Department,,,,,,,,,,,,,,,,,,,,,,,,,
茶,9,2,1116,3,4,Tea,,ちゃ,さ,,,6,Tea,ちゃ,さ,,Flowers,,,,,,,,,,,,Hat,,,,,,,,,,,,,,,,,,,,,,,,,Angel,,,,,,,,,,
食,9,2,328,4,5,Eat,Food,しょく,じき,く.う,く.らう,6,Eat,しょく,,!た,Eat,た.べる,!く,は.む,,,,,,,,^Meal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
首,9,2,98,3,3,Neck,Counter For Songs And Poems,しゅ,,くび,,6,Neck,!しゅ,,くび,Neck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
欠,4,4,860,2,3,Lack,Gap,けつ,けん,か.ける,か.く,7,Lack,けつ,,!か,Lack,,,,,,Fail,Yawning Radical (no. 76),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
氏,4,4,84,1,1,Family Name,Surname,し,,うじ,-うじ,7,Family Name,し,,!うじ,Clan,,,,,,Clan,,,,,^Last Name,,,,,,,,,,,^Surname,,,,,,,,,,,,,,,,,,,,,,,,,
由,5,3,325,2,3,Wherefore,A Reason,ゆ,ゆう,よし,よ.る,7,Reason,ゆう,,!よし,Cross,,!よ,,,,,,,,ゆい,,Mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
札,5,4,921,2,2,Tag,Paper Money,さつ,,ふだ,,7,Bill,さつ,,!ふだ,Tree,,,,,,Counter For Bonds,Placard,Bid,,,^Tag,Umbrella,,,,,,,,,,^Label,,,,^Note,,,,,,,,,,,,,,,,,,,,,
民,5,4,28,3,3,People,Nation,みん,,たみ,,7,Peoples,みん,,!たみ,Mouth,,,,,,Subjects,,,,,^People,Clan,,,,,,,,,,^Nation,,,,,,,,,,,,,,,,,,,,,,,,,
辺,5,4,428,2,2,Environs,Boundary,へん,,あた.り,ほと.り,7,Area,へん,,!あた,Scooter,-べ,!べ,,,,Border,Vicinity,,,,,Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
付,5,4,322,2,3,Adhere,Attach,ふ,,つ.ける,-つ.ける,7,Attach,!ふ,,つ,Leader,-づ.ける,,つ.け,つ.け-,-つ.け,Refer To,Append,,,,,Measurement,-づ.け,-づけ,つ.く,-づ.く,つ.き,-つ.き,-つき,-づ.き,-づき,,,,,,,,,,,,,,,,,,,,,,,,,,
